University,Status,Target Major,Term,GRE Verbal,GRE Quantitative,GRE Writing,GRE Total,TOEFL/IELTS,UG College,UG Major,GPA,Papers,Work Exp
Arizona State University,Admit,Information Management and Systems,Fall 2023,N/A,N/A,N/A,N/A,6.5,"Rajalakshmi Engineering College , Thandalam",Computer Science,82,1,36 Mo
Arizona State University,Reject,Information Management and Systems,Fall 2023,155,153,4,308,107,Ramrao Adik Institute of Technology,Information Technology,9.3,0,0 Mo
Arizona State University,Reject,Information Management and Systems,Fall 2023,158,153,1.5,311,5.5,Arunai Engineering college,Computer Science,3,0,58 Mo
Arizona State University,Reject,Information Management and Systems,Fall 2023,150,142,3,292,7,"Vishnu institute of technology, BHIMAVARAM, Bhimavaram",ECE,7.34,0,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,159,151,3.5,310,7,Dr B R Ambedkar National Institute Of Technology,Industrial Engineering,7.25,0,22 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,155,147,4,302,7.5,JSS Academy Of Technical Education,ECE,7.9,1,23 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,152,148,3.5,300,90,"Ramrao Adik Institute of Technology , Nerul",Information Technology,7.6,0,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,159,148,4,307,8,SRM University,EEE,82,1,25 Mo
Arizona State University,Reject,Information Management and Systems,Fall 2023,168,156,3.5,324,7.5,CVR College of Engineering,Computer Science,9.5,0,18 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,161,158,4,319,110,Manipal Institute of Technology,Computer Science,6.71,0,29 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,157,138,3.5,295,93,"Atharva College Of Engineering, Malad",ECE,8.7,0,6 Mo
Arizona State University,Admit,Information Management and Systems,Spring 2023,156,144,3,300,93,Thakur College of Engineering and Technology,Information Technology,8.71,0,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,169,147,4,316,110,NIT Calicut,Computer Science,7.5,0,42 Mo
Arizona State University,Reject,Information Management and Systems,Fall 2023,155,145,2.5,300,6.5,Galgotias College Of Engineering and Technology,Computer Science,6.8,1,19 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,164,147,4,311,7.5,Vellore Institute of Technology,EEE,7.85,0,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2023,168,145,3.5,313,7.5,Dr B R Ambedkar National Institute Of Technology,Industrial Engineering,6.69,0,24 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2017,163,147,3.5,310,98,"B.M.S. Institute of Technology, Bangalore",Information Technology,70,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2019,166,163,4.5,329,114,NIT Warangal,Mechanical Engineering,5.81,N/A,0 Mo
Arizona State University,Reject,Information Management and Systems,Fall 2018,160,149,3,309,102,Shri Ramdeobaba college of engineering and management.,ECE,6.03,N/A,28 Mo
Arizona State University,Reject,Information Management and Systems,Fall 2021,153,143,4.5,296,94,"NMIMS Mukesh Patel School of Technology and Management, Shirpur",Computer Science,71.75,2,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2018,159,150,4,309,8,NMIMS Mukesh Patel School of Technology Management and Engineering,Computer Science,8,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2020,N/A,N/A,N/A,N/A,106,Kelkar College,Business Administration,68,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2016,144,140,3,284,82,shah and anchor kutchhi college of engineering,Information Technology,59,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Spring 2018,155,153,3,308,101,"Amity University, Noida",Computer Science,6.65,N/A,26 Mo
Arizona State University,Reject,Information Management and Systems,Fall 2018,158,143,N/A,301,88,Shobhit University,Computer Science,8.6,N/A,57 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2016,167,141,3.5,308,103,"Watumull Institute Of Electronics Engineering And Computer Technology, Worl",ECE,66,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2021,166,148,4,314,7,NIT Agartala,EEE,7.43,0,50 Mo
Arizona State University,Admit,Information Management and Systems,Spring 2022,148,165,3.5,313,7,Gitam University,Computer Science,8,N/A,32 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2016,157,147,3,304,108,NMIMS Mukesh Patel School of Technology Management and Engineering,ECE,69.5,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2016,159,154,0,313,105,Amity School Of Engineering And Technology,ECE,8.75,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2018,159,147,3,306,94,Gitam University,Information Technology,7.6,N/A,36 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2021,159,147,3.5,306,7.5,Sreenidhi Institute of Science and Technology,ECE,9.1,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2018,163,141,3,304,92,Jabalpur Engineering College,Computer Science,7.2,N/A,18 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2016,158,148,3.5,306,108,galgotias,EEE,74.44,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2022,156,148,3.5,304,8,Iiit vadodara,Computer Science,7.5,0,48 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2018,156,155,4.5,311,101,sipna college of engineering and t,Computer Science,72,N/A,28 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2017,153,148,0,301,97,Royal Institute Of Technology And Science,ECE,67,N/A,45 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2018,164,162,4.5,326,111,SIES Graduate School of Technology,Computer Science,60.1,N/A,38 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2015,162,150,0,312,96,Nirma University,Computer Science,73,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2017,158,153,3,311,104,"Institute of Engineering and Technology,Devi Ahiliya Vishwavidyala",ECE,66,N/A,41 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2022,160,154,2,314,N/A,Gitam University,ECE,8.35,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2022,162,138,3,300,7,Dayananda Sagar College of Engineering,Information Science,9.36,0,16 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2021,159,147,2,306,N/A,"RMK Engineering College (RMKEC), Kavaraipettai",Instrumentation Engineering,7.2,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2018,168,153,3.5,321,104,JECRC University,Mechanical Engineering,71,1,76 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2021,166,158,4,324,108,Ramrao Adik Institute of Technology,ECE,59.54,N/A,0 Mo
Arizona State University,Admit,Information Management and Systems,Fall 2022,159,146,3,305,97,Pimpri Chinchwad College Of Engineering,Computer Science,7.02,1,25 Mo
Arizona State University,Admit,Engineering Management,Fall 2015,161,155,3.5,316,N/A,"Vidyalankar Institute of Technology, Mumbai",Electronics Engineering,62.21,0,0 Mo
Arizona State University,Reject,Engineering Management,Fall 2014,166,156,3,322,104,Institute of Chemical Technology,N/A,63.2,0,0 Mo
Arizona State University,Reject,Engineering Management,Fall 2013,158,147,3,305,92,VTU,ECE,8.13,0,0 Mo
Arizona State University,Admit,Engineering Management,Fall 2013,157,149,3.5,306,N/A,Vellore Institute of Technology,Mechanical Engineering,8.07,0,0 Mo
Arizona State University,Reject,Engineering Management,Fall 2010,163,160,4,323,106,"Crescent Eng. Coll., Anna University",EEE,67,0,0 Mo
Arizona State University,Reject,Engineering Management,Fall 2015,159,150,4,309,110,Vellore Institute of Technology,Mechanical Engineering,7.64,2,19 Mo
Arizona State University,Admit,EECS,Fall 2013,161,149,3,310,102,Sastra University,ECE,8,0,0 Mo
Arizona State University,Reject,EECS,Spring 2013,161,149,3,310,103,University of Pune,Electronics and Telecommunication,67,0,0 Mo
Arizona State University,Admit,EECS,Fall 2014,147,141,2,288,N/A,"kshatriya college of engineering, JNTU-HYD",EEE,65.98,0,0 Mo
Arizona State University,Admit,EECS,Fall 2015,170,155,4,325,115,YMCA University of Science and Technology,N/A,77,0,0 Mo
Arizona State University,Admit,EECS,Fall 2012,166,156,3,322,104,JNTU/VNRVJIET,ENI,73,0,0 Mo
Arizona State University,Reject,EECS,Fall 2012,163,168,4.5,331,115,"P.E.S. Institute of Technology, Bangalore",Electronics and Telecommunication,7.69,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,168,149,4,317,107,University of Pune/Maharashtra Institute of Technology,Electronics and Telecommunication,63.445,0,0 Mo
Arizona State University,Admit,EECS,Fall 2007,160,156,4,316,112,PTU,Electrical Engineering,76.46,0,0 Mo
Arizona State University,Admit,EECS,Fall 2015,161,153,4,314,111,Sri Venkateswara College of Engineering,EEE,8.8,2,0 Mo
Arizona State University,Admit,EECS,Fall 2011,163,153,4,316,100,Maharaja agrasen institute of technology,ECE,74,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,163,153,3,316,104,BNMIT,ECE,80,0,0 Mo
Arizona State University,Reject,EECS,Fall 2014,165,148,3.5,313,96,"D.J. Sanghvi College of Engineering, affiliated to University of Mumbai",Electronics and Telecommunication,67.6,3,0 Mo
Arizona State University,Admit,EECS,Fall 2014,161,148,3,309,107,"P.E.S. Institute of Technology, Bangalore",ECE,8.94,0,31 Mo
Arizona State University,Reject,EECS,Fall 2015,163,152,3,315,104,Anna University,ECE,9.28,0,36 Mo
Arizona State University,Admit,EECS,Fall 2012,166,162,4,328,112,GGSIPU / GTBIT,ECE,66,0,0 Mo
Arizona State University,Reject,EECS,Fall 2012,155,144,3.5,299,96,"VTU/SJCE, Mysore",Instrumentation Engineering,77,0,0 Mo
Arizona State University,Reject,EECS,Fall 2012,161,142,3,303,97,VTU/RVCE,ECE,70,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,161,149,3.5,310,102,University of Mumbai,Electronics and Telecommunication,69,0,0 Mo
Arizona State University,Admit,EECS,Fall 2013,167,159,3.5,326,109,Pune,Electronics and Telecommunication,78.78,0,36 Mo
Arizona State University,Reject,EECS,Fall 2014,162,146,3.5,308,96,University of Mumbai,Electronics Engineering,67.15,0,0 Mo
Arizona State University,Reject,EECS,Spring 2014,160,154,4.5,314,104,"National Institute of Technology,Warangal",ECE,7.3,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,166,156,3,322,107,University of Mumbai/ VESIT,Electronics Engineering,73.08,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,166,164,4,330,111,Manipal Institute of Technology,ECE,9.7,0,0 Mo
Arizona State University,Admit,EECS,Spring 2015,161,149,3,310,103,Kumaraguru College of Technology,ECE,8.73,1,16 Mo
Arizona State University,Reject,EECS,Fall 2012,166,148,3,314,100,CVR College of Engineering (JNTU),ENI,70.01,0,0 Mo
Arizona State University,Admit,EECS,Fall 2013,169,160,4,329,106,IIT Madras,Physics,N/A,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,167,162,4.5,329,115,Datta Meghe College of engg,Electronics Engineering,59.4,0,3 Mo
Arizona State University,Admit,EECS,Fall 2014,161,150,3.5,311,96,"K.J.Somaiya College of Engineering, University of Mumbai",Electronics Engineering,74.21,0,24 Mo
Arizona State University,Admit,EECS,Fall 2015,162,152,3,314,104,University of Mumbai,N/A,62,0,0 Mo
Arizona State University,Reject,EECS,Fall 2015,167,156,3.5,323,116,"RMD Engineering College, Anna University",ECE,8.7,0,6 Mo
Arizona State University,Admit,EECS,Fall 2011,166,165,4,331,108,R V College of engg,ECE,9.25,0,0 Mo
Arizona State University,Admit,EECS,Fall 2013,166,161,4.5,327,108,VJTI,Electrical Engineering,8,0,0 Mo
Arizona State University,Admit,EECS,Spring 2013,160,162,4,322,114,NIT Trichy,EEE,6.83,0,0 Mo
Arizona State University,Reject,EECS,Fall 2012,158,160,N/A,318,112,University of Pune,Electronics and Telecommunication,60.2,0,0 Mo
Arizona State University,Admit,EECS,Fall 2014,170,153,4,323,106,IIT Roorkee,Electrical Engineering,8.3,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,168,153,N/A,321,N/A,"VTU/PES Institute of Technology, Bangalore",ECE,80,0,0 Mo
Arizona State University,Admit,EECS,Fall 2013,170,155,4,325,118,M.S.U.,Electronics Engineering,3.98,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,166,148,3,314,100,University of Pune,Electronics and Telecommunication,70,0,0 Mo
Arizona State University,Reject,EECS,Fall 2015,164,154,4,318,108,Uttar Pradesh Techical University,ECE,74.2,0,39 Mo
Arizona State University,Admit,EECS,Fall 2012,163,164,4.5,327,102,"Ramdeobaba Engg. College, Nagpur University",Electronics Engineering,71.16,0,0 Mo
Arizona State University,Reject,EECS,Fall 2014,156,147,4,303,104,Anna University(Rajalakshmi Engg.College),EEE,80.25,0,29 Mo
Arizona State University,Reject,EECS,Fall 2013,160,152,N/A,312,100,Jaypee Institute of Information technology,ECE,6.8,0,0 Mo
Arizona State University,Reject,EECS,Fall 2014,160,153,3,313,112,Amrita Bangalore,ECE,8.19,2,24 Mo
Arizona State University,Reject,EECS,Fall 2014,159,151,3.5,310,109,VTU,ECE,78,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,159,158,3.5,317,97,SASTRA UNIVERSITY,ECE,8.47,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,164,170,4.5,334,111,"BITS Pilani, Pilani Campus",N/A,7.9,0,0 Mo
Arizona State University,Reject,EECS,Fall 2014,159,147,3,306,96,K. J. Somaiya College of Engineering,Electronics Engineering,67.5,0,0 Mo
Arizona State University,Reject,EECS,Spring 2012,158,155,3,313,99,JNTU KAKINADA/Stupid college,EEE,54.66,0,0 Mo
Arizona State University,Reject,EECS,Fall 2014,157,152,3,309,104,Mumbai university/Rajiv Gandhi Institute of technology,Electronics and Telecommunication,70.48,0,12 Mo
Arizona State University,Admit,EECS,Fall 2013,162,153,3.5,315,N/A,Manipal Institute of Technology,ECE,9.3,0,0 Mo
Arizona State University,Admit,EECS,Fall 2012,166,162,4,328,111,NITK - Surathkal,ECE,8.78,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,164,156,3,320,109,Amrita Coimbatore,ENI,7.36,0,0 Mo
Arizona State University,Admit,EECS,Fall 2012,159,158,3.5,317,101,Bharati Vidyapeeth College Of Engineering,EEE,69.38,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,161,152,3.5,313,95,RNS Institute of Technology,ECE,77,0,0 Mo
Arizona State University,Reject,EECS,Fall 2014,163,142,3,305,93,B.I.T(V.T.U),ECE,80,0,0 Mo
Arizona State University,Admit,EECS,Fall 2012,166,149,4,315,113,"BITS Pilani, Goa Campus",EEE,8.3,0,0 Mo
Arizona State University,Reject,EECS,Fall 2016,162,156,3.5,318,105,Maharshi Dayanand University,ECE,69,0,0 Mo
Arizona State University,Admit,EECS,Fall 2014,161,152,3,313,108,West Bengal University of Technology,ECE,8.85,0,0 Mo
Arizona State University,Reject,EECS,Fall 2014,156,151,3.5,307,103,md university rohtak,ECE,75.2,1,0 Mo
Arizona State University,Admit,EECS,Fall 2015,168,152,3.5,320,101,COEP,N/A,8.93,0,2 Mo
Arizona State University,Reject,EECS,Fall 2012,155,152,4,307,109,MUMBAI/SARDAR PATEL INSTITUTE F TECHNOLOGY,Electronics Engineering,67,0,0 Mo
Arizona State University,Reject,EECS,Fall 2012,156,147,4,303,90,Velammal Engineering College/ Anna University,ENI,N/A,0,0 Mo
Arizona State University,Admit,EECS,Fall 2012,166,163,4,329,109,Dhirubhai Ambani Institute of Information & Communication Technology,Information and Communication Technology,9.35,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,166,159,3.5,325,110,"Universiity College of Engineering, Osmania University.",EEE,75,0,0 Mo
Arizona State University,Admit,EECS,Fall 2013,165,152,3,317,102,Sastra University,ECE,8.18,0,0 Mo
Arizona State University,Reject,EECS,Fall 2012,166,158,3,324,109,PSG Tech,ECE,9.29,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,159,152,3.5,311,N/A,"Easwari Engineering College, Anna University",ECE,74,0,0 Mo
Arizona State University,Admit,EECS,Fall 2013,166,147,3,313,115,RKNEC,ECE,74.55,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,164,154,4,318,111,Goa College of Engineering,Electronics and Telecommunication,65.44,0,0 Mo
Arizona State University,Admit,EECS,Fall 2014,168,148,3.5,316,100,Gujarat Technological University,N/A,8.7,0,0 Mo
Arizona State University,Admit,EECS,Fall 2013,160,151,3,311,86,"Thapar university ,patiala",ECE,9.1,0,0 Mo
Arizona State University,Admit,EECS,Fall 2012,166,168,4,334,103,KIIT University,EEE,8.82,0,0 Mo
Arizona State University,Reject,EECS,Fall 2012,166,146,2.5,312,94,guru gobind singh indraprastha university,ECE,70.06,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,166,164,3.5,330,109,N/A,ECE,9.45,0,0 Mo
Arizona State University,Reject,EECS,Fall 2013,156,158,3.5,314,95,SRM University,Business Administration,7.6,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,160,162,3,322,102,"College of engineering ,Trivandrum",N/A,7.3,0,0 Mo
Arizona State University,Admit,EECS,Fall 2013,166,150,3.5,316,N/A,NIT Surathkal,N/A,8.73,2,0 Mo
Arizona State University,Reject,EECS,Spring 2014,160,160,3.5,320,113,"Fr. CRCE, Bandra",Electronics Engineering,67.83,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,161,151,3,312,110,PES Institute of Technology,Electronics and Telecommunication,67.9,0,0 Mo
Arizona State University,Admit,EECS,Fall 2011,163,150,3,313,92,Sastra University,ECE,7.39,0,0 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2015,161,158,4,319,116,University of Mumbai,Chemical Engineering,64,4,10 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2014,168,144,3,312,89,JNTUH,N/A,79.6,0,18 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2015,160,154,4,314,114,"B.M.S. College of Engineering, Bangalore",ECE,8.1,0,0 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2012,166,166,4,332,112,"CEG, Anna University",N/A,7.5,0,0 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2014,158,159,N/A,317,107,Nagpur university,Civil Engineering,58,0,0 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2014,170,157,4,327,110,"Indian School of Mines, Dhanbad",Environmental Science and Engineering,7.09,0,0 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2011,158,149,4,307,104,"NIT, Surat",Chemical Engineering,9.34,0,0 Mo
Arizona State University,Reject,Environmental Engineering,Fall 2015,161,154,3,315,102,Anna University,Chemical Engineering,7.51,0,9 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2015,164,149,4,313,113,Pondicherry University,Civil Engineering,7.7,0,0 Mo
Arizona State University,Admit,Environmental Engineering,Fall 2015,162,154,3.5,316,111,Kathmandu University,Civil Engineering,3.42,0,7 Mo
Arizona State University,Reject,Environmental Engineering,Fall 2006,166,155,4.5,321,118,"G. H. Patel College of Engineering & Technology, Sardar Patel University",Chemical Engineering,8.35,0,0 Mo
Arizona State University,Admit,Engineering,Fall 2021,165,153,3.5,318,7.5,Jabalpur Engineering College,EEE,7.9,0,0 Mo
Arizona State University,Reject,Engineering,Fall 2020,162,149,3.5,311,99,PCCOE,ECE,66.3,N/A,17 Mo
Arizona State University,Admit,Engineering,Fall 2020,165,140,4,305,104,"Vishwakarma Institute of Technology, Pune",ECE,8.68,N/A,0 Mo
Arizona State University,Reject,Engineering,Fall 2018,156,148,3,304,7.5,"Maharaja Institute of Technology, Mysore",ECE,72,N/A,0 Mo
Arizona State University,Admit,Engineering,Fall 2021,155,145,3.5,300,N/A,pandit deendayal petroleum university,EEE,8.19,N/A,0 Mo
Arizona State University,Admit,Engineering,Fall 2019,166,149,4,315,112,"Thapar University, Punjab",ECE,9.6,0,29 Mo
Arizona State University,Admit,Engineering,Fall 2021,164,157,3,321,7,Vellore Institute of Technology,Mechanical Engineering,7.79,N/A,0 Mo
Arizona State University,Admit,Engineering,Fall 2021,153,149,3,302,7,VJIT,Mechanical Engineering,9.08,N/A,0 Mo
Arizona State University,Admit,Engineering,Fall 2021,N/A,N/A,N/A,N/A,97,Manipal academy of higher education,ECE,9.5,N/A,0 Mo
Arizona State University,Admit,Engineering,Fall 2020,157,143,3,300,91,"AP Shah Institute Of Technology, Thane",Mechanical Engineering,7.15,0,15 Mo
Arizona State University,Admit,Engineering,Fall 2020,164,155,4,319,101,Amrita University Coimbatore Campus,ECE,8.63,N/A,0 Mo
Arizona State University,Admit,Engineering,Fall 2021,N/A,N/A,N/A,N/A,6.5,"Purdue University, West Lafayette",EEE,7.89,N/A,0 Mo
Arizona State University,Admit,Finance,Fall 2023,163,145,2.5,308,7,Sardar Patel university anand,Laws,72,0,0 Mo
Arizona State University,Admit,Finance,Fall 2023,161,156,4.5,317,8,"Narsee Monjee Institute of Management Studies, ASMSOC, Mumbai",Computer Science,8.2,0,0 Mo
Arizona State University,Admit,Finance,Fall 2023,156,148,3,304,6.5,R.A.Podar College of Commerce and Economics,Commerce,7.44,0,0 Mo
Arizona State University,Reject,Finance,Fall 2023,141,160,3,301,90,Sinhgad College Of Science,Business Administration,67,1,23 Mo
Arizona State University,Admit,Finance,Fall 2023,155,146,3.5,301,8,Renaissance college of commerce and management,Commerce,86,0,0 Mo
Arizona State University,Admit,Finance,Fall 2023,N/A,N/A,N/A,N/A,95,"Middlesex University, Dubai",Accountacy and Finance,10,0,0 Mo
Arizona State University,Admit,Finance,Fall 2023,167,146,3,313,7,jawaharlal nehru technological university hyderabad,ECE,76,0,0 Mo
Arizona State University,Admit,Finance,Fall 2022,169,154,5,323,7.5,Gitam University,Computer Science,8.3,1,6 Mo
Arizona State University,Admit,Finance,Fall 2021,158,152,4,310,N/A,Institute of Chartered Accountants of India,Accountacy and Finance,8.8,N/A,22 Mo
Arizona State University,Admit,Finance,Fall 2017,157,150,4,307,105,pandit deendayal petroleum university,Business Administration,8.85,N/A,0 Mo
Arizona State University,Admit,Finance,Fall 2021,161,144,4,305,7.5,University of Mumbai,Production Engineering,7.5,N/A,0 Mo
Arizona State University,Admit,Information Systems,Fall 2011,N/A,N/A,4.5,N/A,97,Pune,N/A,67.3,0,0 Mo
Arizona State University,Reject,Software Engineering,Summer 2023,158,154,3,312,106,K. J. Somaiya Institute of Engineering and IT,Electronics Engineering,7.16,0,0 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,150,151,4,301,6.5,SRM University,Software Engineering,84.38,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,166,148,3,314,110,PES Institute Of Technology,ECE,6.4,0,0 Mo
Arizona State University,Reject,Software Engineering,Spring 2023,165,158,4,323,7.5,Keshav Memorial Institute of Technology,Computer Science,7.31,0,22 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,167,141,3.5,308,N/A,Chaitanya Bharathi Institute of Technology,Information Technology,8.7,0,0 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,160,138,2.5,298,6.5,SRM University,ECE,6.91,0,49 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,167,145,4,312,7.5,Vellore Institute of Technology,Computer Science,8.75,1,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,168,153,4,321,105,"M S Ramaiah Institute of Technology, Bangalore",ECE,8.2,1,12 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,158,150,3,308,91,Sinhgad College of Engineering,Information Technology,9.25,1,85 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,146,163,3.5,309,7.5,St Joseph's College Of Engineering,Electronics Engineering,7.57,1,48 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,161,148,3.5,309,7,SRM University,Computer Science,9,0,0 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,163,152,4,315,8,Guru Nanak Institute Of Technology,Information Technology,7.09,1,30 Mo
Arizona State University,Admit,Software Engineering,Spring 2023,163,141,3,304,6.5,Gitam University,Computer Science,8.62,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,150,3.5,315,7.5,Jaypee Institute Of Information Technology,Computer Science,7.7,1,28 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,130,130,0,260,N/A,"Veermata Jijabai Technological Institute , Matunga",Computer Engineering,0,1,54 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,157,153,4,310,111,RV College Of Engineering,Computer Science,8.37,1,42 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,168,158,4,326,8,CVSR College of Engineering,Computer Science,81.4,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,167,153,4,320,7.5,"Indian Institute of Information Technology Design & Manufacturing, Kancheep",ECE,9,1,18 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,146,3,311,8,"Indian Institute of Information Technology ,",Mechanical Engineering,8.39,0,60 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,164,153,3.5,317,8,SRM University,Computer Science,8.74,1,0 Mo
Arizona State University,Admit,Software Engineering,Spring 2023,165,155,4,320,7.5,Manipal Institute of Technology,Computer Science,6.99,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,170,153,3.5,323,108,G. H. Patel College of Engineering,Computer Science,8.8,1,32 Mo
Arizona State University,Reject,Software Engineering,Spring 2023,160,143,3.5,303,89,Dayananda Sagar Academy Of Technology And Mgmt.,Computer Science,6.81,0,42 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,153,151,4,304,7.5,University of Mumbai,Computer Engineering,8.48,2,31 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,164,148,3.5,312,7.5,Sri Sivasubramaniya Nadar College of Engineering,Information Technology,8.935,0,0 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,160,154,3.5,314,100,"KIET Group of Institutions, Ghaziabad",ECE,9.09,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,162,152,4,314,95,PES Modern College Of Engineering,Computer Engineering,8.94,0,3 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,166,151,4,317,105,"Sardar Patel Institute Of Technology , Andheri",EEE,8.89,1,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,162,144,3.5,306,88,"International Institute of Information Technology , Bhubaneswar*",Computer Engineering,7.17,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,168,153,4,321,101,Vellore Institute of Technology,Computer Science,8.32,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,146,144,3.5,290,103,Indus Institute of Technology and Engineering,Mechanical Engineering,8.7,0,0 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,156,150,3.5,306,105,"Don Bosco Institute Of Technology, Kurla",Information Technology,9.1,0,26 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,163,155,3,318,106,Bangalore Institute of Technology,Information Science,8.15,1,26 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,165,4,330,8,Vellore Institute of Technology  - Bhopal,Computer Science,8.13,0,0 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,155,156,3.5,311,105,SSN College of Engineering,Information Technology,7.77,1,54 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,166,150,3.5,316,100,Sreenidhi Institute of Science and Technology,ECE,8.6,0,0 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,155,141,3,296,82,centurion university of technology and management,Civil Engineering,7.8,0,40 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,159,148,4,307,8,Government College Of Engineering Karad,Information Technology,7.6,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,150,4,315,109,Pune Institute of Computer Technology,Information Technology,9.153,0,0 Mo
Arizona State University,Admit,Software Engineering,Spring 2023,158,142,3,300,90,Comsats institute of information technology,Computer Science,60,0,11 Mo
